,id_ap,ap_isu_id,title_ap,year,qualification,id_direction,title_direction,number_direction,structural_unit,su_short_name,on_check,laboriousness,loading_datetime
0,6796,10572,Нанофотоника и квантовая оптика,2018,bachelor,15772,Техническая физика,16.03.01,,,in_work,393,2023-10-21 08:41:49.637593
0,6797,10571,Информационные технологии в энергетике,2018,bachelor,15766,Ядерная энергетика и теплофизика,14.03.01,,,in_work,311,2023-10-21 08:41:54.346247
0,6798,14637,Молекулярная биология и биотехнология / Molecular Biology and Biotechnology,2021,master,15783,Биотехнология,19.04.01,,,in_work,227,2023-10-21 08:41:56.068113
0,6799,10574,Низкотемпературная техника и энергетика,2018,bachelor,15773,"Холодильная, криогенная техника и системы жизнеобеспечения",16.03.03,,,in_work,352,2023-10-21 08:42:00.917186
0,6800,10575,Экологический инжиниринг,2018,bachelor,15777,"Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",18.03.02,,,in_work,296,2023-10-21 08:42:05.633962
0,6801,10577,Пищевая биотехнология,2018,bachelor,15780,Биотехнология,19.03.01,,,in_work,311,2023-10-21 08:42:10.504199
0,6802,9863,"Технологии напитков, хлеба и кондитерских изделий",2018,bachelor,15781,Продукты питания из растительного сырья,19.03.02,,,in_work,311,2023-10-21 08:42:15.155909
0,6803,9868,Молекулярное питание и пищевые технологии,2018,bachelor,15782,Продукты питания животного происхождения,19.03.03,,,in_work,311,2023-10-21 08:42:21.188607
0,6804,10565,Прикладная и компьютерная оптика,2018,bachelor,15753,Оптотехника,12.03.02,,,in_work,311,2023-10-21 08:42:26.559520
0,6805,10573,Световая инженерия,2018,bachelor,15772,Техническая физика,16.03.01,,,in_work,311,2023-10-21 08:42:31.510204
0,6806,10566,Физика наноструктур,2018,bachelor,15754,Фотоника и оптоинформатика,12.03.03,,,in_work,311,2023-10-21 08:42:37.531506
0,6807,9874,Квантовые технологии в коммуникациях,2018,bachelor,15754,Фотоника и оптоинформатика,12.03.03,,,in_work,311,2023-10-21 08:42:42.532795
0,6808,10568,Лазерные технологии,2018,bachelor,15756,Лазерная техника и лазерные технологии,12.03.05,,,in_work,311,2023-10-21 08:42:47.464122
0,6809,10569,Лазеры для информационно-коммуникационных систем,2018,bachelor,15756,Лазерная техника и лазерные технологии,12.03.05,,,in_work,311,2023-10-21 08:42:52.418647
0,6810,13378,Научная коммуникация,2020,master,15798,Инноватика,27.04.05,,,in_work,135,2023-10-21 08:42:55.710490
0,6811,13365,Цифровые системы управления,2020,master,15796,Системный анализ и управление,27.04.03,,,in_work,240,2023-10-21 08:42:59.821835
0,6812,10579,Управление технологическими инновациями,2018,bachelor,15793,Инноватика,27.03.05,,,in_work,311,2023-10-21 08:43:04.546456
0,6813,10559,Компьютерные технологии в дизайне,2018,bachelor,15741,Программная инженерия,09.03.04,,,in_work,341,2023-10-21 08:43:07.580683
0,6814,9871,Экономика высокотехнологичной компании,2018,bachelor,15801,Экономика,38.03.01,,,in_work,311,2023-10-21 08:43:12.363539
0,6815,10560,Нейротехнологии и программирование,2018,bachelor,15741,Программная инженерия,09.03.04,,,in_work,311,2023-10-21 08:43:17.004234
0,6816,10561,Технологии защиты информации,2018,bachelor,,,,,,in_work,311,2023-10-21 08:43:22.117256
0,6817,10580,Компьютерная графика и дизайн,2018,bachelor,15805,Профессиональное обучение,44.03.04,,,in_work,335,2023-10-21 08:43:24.933043
0,6818,10555,Информатика и программирование,2018,bachelor,15734,Прикладная математика и информатика,01.03.02,,,in_work,352,2023-10-21 08:43:29.718228
0,6819,9869,Технологии транспортирования углеводородных энергоносителей,2018,bachelor,,,,,,in_work,311,2023-10-21 08:43:34.573908
0,6820,10576,Биоинженерия,2018,bachelor,15780,Биотехнология,19.03.01,,,in_work,311,2023-10-21 08:43:39.236895
0,7503,,Прикладной искусственный интеллект,2023,bachelor,15739,Информационные системы и технологии,09.03.02,,,in_work,0,2023-10-21 08:43:39.818193
0,6822,13397,Биоинженерия,2020,bachelor,15755,Биотехнические системы и технологии,12.03.04,,,in_work,580,2023-10-21 08:43:47.342537
0,6823,13276,Биоинженерия,2020,bachelor,15777,"Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",18.03.02,,,in_work,560,2023-10-21 08:43:53.893306
0,7505,,План Б,2023,bachelor,,,,,,in_work,6,2023-10-21 08:43:54.540624
0,6826,11713,Техническая физика,2019,bachelor,15772,Техническая физика,16.03.01,,,in_work,427,2023-10-21 08:43:59.795010
0,6827,11721,Биоинженерия,2019,bachelor,15777,"Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",18.03.02,,,in_work,424,2023-10-21 08:44:04.803044
0,6828,11715,Оптико-электронные информационно-измерительные приборы и системы,2019,specialist,15762,Электронные и оптико-электронные приборы и системы специального назначения,12.05.01,,,in_work,1083,2023-10-21 08:44:15.496568
0,6829,13312,Цифровые технологии умного города,2020,master,15744,Прикладная информатика,09.04.03,,,in_work,160,2023-10-21 08:44:18.841041
0,6830,10564,Цифровые технологии в приборостроении,2018,bachelor,15752,Приборостроение,12.03.01,,,in_work,306,2023-10-21 08:44:23.451473
0,6831,10570,Цифровой электропривод робототехнических комплексов,2018,bachelor,15764,Электроэнергетика и электротехника,13.03.02,,,in_work,311,2023-10-21 08:44:28.207843
0,6832,10556,Вычислительные системы и сети,2018,bachelor,15738,Информатика и вычислительная техника,09.03.01,,,in_work,333,2023-10-21 08:44:31.135230
0,6833,9859,Цифровое производство,2018,bachelor,15767,Автоматизация технологических процессов и производств,15.03.04,,,in_work,311,2023-10-21 08:44:35.930337
0,6834,10425,Интеллектуальная робототехника,2018,bachelor,15768,Мехатроника и робототехника,15.03.06,,,in_work,311,2023-10-21 08:44:40.554904
0,6835,10558,Системное и прикладное программное обеспечение,2018,bachelor,15741,Программная инженерия,09.03.04,,,in_work,360,2023-10-21 08:44:43.772422
0,6836,10563,Конструирование и технология электронных средств,2018,bachelor,15749,Конструирование и технология электронных средств,11.03.03,,,in_work,311,2023-10-21 08:44:48.360997
0,6837,10426,Управление в технических системах,2018,bachelor,15792,Управление в технических системах,27.03.04,,,in_work,293,2023-10-21 08:44:52.700635
0,6838,10578,Управление движением и навигация,2018,bachelor,15789,Системы управления движением и навигация,24.03.02,,,in_work,311,2023-10-21 08:44:57.117968
0,6839,9837,Мобильные и сетевые технологии,2018,bachelor,15740,Прикладная информатика,09.03.03,,,in_work,311,2023-10-21 08:45:01.644658
0,6840,10562,Инфокоммуникационные системы,2018,bachelor,15748,Инфокоммуникационные технологии и системы связи,11.03.02,,,in_work,393,2023-10-21 08:45:06.915976
0,6841,9872,Иностранные языки и информационные технологии / Humanities and IT,2018,bachelor,15806,Интеллектуальные системы в гуманитарной сфере,45.03.04,,,in_work,311,2023-10-21 08:45:11.491956
0,6842,10557,Программирование и интернет-технологии,2018,bachelor,15739,Информационные системы и технологии,09.03.02,,,in_work,311,2023-10-21 08:45:15.715282
0,6843,10581,Интеллектуальные системы в гуманитарной сфере,2018,bachelor,15806,Интеллектуальные системы в гуманитарной сфере,45.03.04,,,in_work,311,2023-10-21 08:45:20.452153
0,6845,13260,Управление технологическими инновациями,2020,bachelor,15793,Инноватика,27.03.05,,,in_work,525,2023-10-21 08:45:27.003996
0,6846,13268,Бизнес-информатика,2020,bachelor,15802,Бизнес-информатика,38.03.05,,,in_work,537,2023-10-21 08:45:33.258547
0,6847,11726,Бизнес-информатика,2019,bachelor,15802,Бизнес-информатика,38.03.05,,,in_work,376,2023-10-21 08:45:37.883477
0,7504,,(ИУП) Робототехника и искусственный интеллект / Robotics and artificial intelligence,2023,master,,,,,,verified,36,2023-10-21 08:45:38.662230
0,6849,13398,Прикладная и теоретическая физика,2020,bachelor,15772,Техническая физика,16.03.01,,,in_work,574,2023-10-21 08:45:45.195034
0,6852,11707,Фотоника и оптоинформатика,2019,bachelor,15754,Фотоника и оптоинформатика,12.03.03,,,in_work,401,2023-10-21 08:45:50.591254
0,6853,13360,Стандартизация и метрология в высокотехнологичном секторе экономики,2020,master,15794,Стандартизация и метрология,27.04.01,,,in_work,135,2023-10-21 08:45:53.744997
0,6854,11729,Биотехнология,2019,bachelor,15780,Биотехнология,19.03.01,,,in_work,460,2023-10-21 08:45:59.065599
0,6855,11678,Мобильные и сетевые технологии,2019,bachelor,15740,Прикладная информатика,09.03.03,,,in_work,397,2023-10-21 08:46:04.119972
0,6856,11760,Компьютерные технологии в дизайне,2019,bachelor,15741,Программная инженерия,09.03.04,,,in_work,451,2023-10-21 08:46:09.079953
0,6857,11687,Нейротехнологии и программирование,2019,bachelor,15741,Программная инженерия,09.03.04,,,in_work,336,2023-10-21 08:46:13.372668
0,6858,11685,Системное и прикладное программное обеспечение,2019,bachelor,15741,Программная инженерия,09.03.04,,,in_work,391,2023-10-21 08:46:18.010453
0,6860,11701,Цифровые системы управления,2019,bachelor,15789,Системы управления движением и навигация,24.03.02,,,in_work,410,2023-10-21 08:46:22.946981
0,6861,11702,Цифровые системы управления,2019,bachelor,15792,Управление в технических системах,27.03.04,,,in_work,435,2023-10-21 08:46:27.914797
0,6862,11723,Управление технологическими инновациями,2019,bachelor,15793,Инноватика,27.03.05,,,in_work,378,2023-10-21 08:46:33.010998
0,6863,11696,Цифровое производство,2019,bachelor,15767,Автоматизация технологических процессов и производств,15.03.04,,,in_work,318,2023-10-21 08:46:37.121178
0,6864,11692,Технологии защиты информации,2019,bachelor,15749,Конструирование и технология электронных средств,11.03.03,,,in_work,380,2023-10-21 08:46:41.976999
0,6865,11693,Технологии защиты информации,2019,bachelor,15815,Эксплуатация транспортно-технологических машин и комплексов,23.03.03,,,in_work,378,2023-10-21 08:46:46.945109
0,6866,11676,Информатика и программирование,2019,bachelor,15734,Прикладная математика и информатика,01.03.02,,,in_work,367,2023-10-21 08:46:49.943087
0,6867,11699,Цифровые системы управления,2019,bachelor,15764,Электроэнергетика и электротехника,13.03.02,,,in_work,403,2023-10-21 08:46:55.089970
0,6868,13343,Промышленные холодильные системы и тепловые насосы,2020,master,15775,"Холодильная, криогенная техника и системы жизнеобеспечения",16.04.03,,,in_work,135,2023-10-21 08:46:58.282363
0,6869,11698,Робототехника,2019,bachelor,15768,Мехатроника и робототехника,15.03.06,,,in_work,240,2023-10-21 08:47:02.852756
0,6870,11792,Иностранные языки и информационные технологии / Humanities and IT,2019,bachelor,15806,Интеллектуальные системы в гуманитарной сфере,45.03.04,,,in_work,330,2023-10-21 08:47:06.838524
0,6871,11717,Информационные технологии в энергетике,2019,bachelor,15766,Ядерная энергетика и теплофизика,14.03.01,,,in_work,783,2023-10-21 08:47:18.282776
0,6872,14526,Иностранные языки и информационные технологии / Humanities and IT,2021,bachelor,15806,Интеллектуальные системы в гуманитарной сфере,45.03.04,,,in_work,474,2023-10-21 08:47:23.638779
0,6873,11683,Компьютерные системы и технологии,2019,bachelor,15738,Информатика и вычислительная техника,09.03.01,,,in_work,330,2023-10-21 08:47:28.009825
0,6874,14579,Робототехника и искусственный интеллект / Robotics and artificial intelligence,2021,master,15771,Мехатроника и робототехника,15.04.06,,,in_work,237,2023-10-21 08:47:30.053136
0,6875,11677,Программирование и интернет-технологии,2019,bachelor,15739,Информационные системы и технологии,09.03.02,,,in_work,372,2023-10-21 08:47:33.424783
0,6876,14581,Квантовые технологии в индустрии,2021,master,15759,Фотоника и оптоинформатика,12.04.03,,,in_work,124,2023-10-21 08:47:34.725798
0,6877,11679,Интеллектуальные системы в гуманитарной сфере,2019,bachelor,15806,Интеллектуальные системы в гуманитарной сфере,45.03.04,,,in_work,362,2023-10-21 08:47:39.290653
0,6878,11680,Программирование в инфокоммуникационных системах,2019,bachelor,15748,Инфокоммуникационные технологии и системы связи,11.03.02,,,in_work,353,2023-10-21 08:47:43.726866
0,6879,13362,Управление качеством,2020,master,15795,Управление качеством,27.04.02,,,in_work,180,2023-10-21 08:47:47.022031
0,6880,14531,Программирование в инфокоммуникационных системах,2021,bachelor,15748,Инфокоммуникационные технологии и системы связи,11.03.02,,,in_work,551,2023-10-21 08:47:54.118710
0,6881,11689,Компьютерные технологии в дизайне,2019,bachelor,15805,Профессиональное обучение,44.03.04,,,in_work,447,2023-10-21 08:47:59.096205
0,6882,11695,Цифровое производство,2019,bachelor,15752,Приборостроение,12.03.01,,,in_work,318,2023-10-21 08:48:03.515111
0,6883,11690,Технологии защиты информации,2019,bachelor,15814,Информационная безопасность,10.03.01,,,in_work,422,2023-10-21 08:48:08.808556
0,6884,14597,Цифровые геотехнологии,2021,master,15809,Информационные системы и технологии,09.04.02,,,in_work,152,2023-10-21 08:48:10.179000
0,6885,14677,Информационные системы бизнеса / Business information systems,2021,master,15744,Прикладная информатика,09.04.03,,,in_work,191,2023-10-21 08:48:11.824792
0,6886,14603,Мобильные и облачные технологии,2021,master,15744,Прикладная информатика,09.04.03,,,in_work,188,2023-10-21 08:48:13.459918
0,6887,14600,Технологии разработки компьютерных игр,2021,master,15744,Прикладная информатика,09.04.03,,,in_work,154,2023-10-21 08:48:14.990073
0,6888,14557,Электроинженерия,2021,master,15765,Электроэнергетика и электротехника,13.04.02,,,in_work,178,2023-10-21 08:48:16.621372
0,6889,14604,Инфокоммуникации и цифровые медиа / Infocommunications and digital media,2021,master,15750,Инфокоммуникационные технологии и системы связи,11.04.02,,,in_work,319,2023-10-21 08:48:19.076707
0,6890,14598,Финансовые технологии больших данных,2021,master,15750,Инфокоммуникационные технологии и системы связи,11.04.02,,,in_work,175,2023-10-21 08:48:20.737472
0,6891,13352,Биоинженерия и биотехнические системы,2020,master,15760,Биотехнические системы и технологии,12.04.04,,,in_work,192,2023-10-21 08:48:24.455600
0,6892,13278,Биотехнология,2020,bachelor,15780,Биотехнология,19.03.01,,,in_work,696,2023-10-21 08:48:31.689396
0,6893,14524,Биотехнология,2021,bachelor,15780,Биотехнология,19.03.01,,,in_work,693,2023-10-21 08:48:39.301774
0,6894,14543,Технологии защиты информации,2021,bachelor,15749,Конструирование и технология электронных средств,11.03.03,,,in_work,533,2023-10-21 08:48:46.080186
0,6895,14545,Технологии защиты информации,2021,bachelor,15815,Эксплуатация транспортно-технологических машин и комплексов,23.03.03,,,in_work,496,2023-10-21 08:48:52.305421
0,6898,14599,Программирование и интернет-технологии,2021,master,15809,Информационные системы и технологии,09.04.02,,,in_work,178,2023-10-21 08:48:53.901220
0,6899,14538,Индустриальные киберфизические системы,2021,bachelor,15767,Автоматизация технологических процессов и производств,15.03.04,,,in_work,490,2023-10-21 08:49:00.140322
0,6900,14522,Прикладная и теоретическая физика,2021,bachelor,15772,Техническая физика,16.03.01,,,in_work,640,2023-10-21 08:49:07.335610
0,6901,14519,Цифровые системы управления,2021,bachelor,15764,Электроэнергетика и электротехника,13.03.02,,,in_work,587,2023-10-21 08:49:13.898968
0,6902,14523,Цифровые системы управления,2021,bachelor,15789,Системы управления движением и навигация,24.03.02,,,in_work,589,2023-10-21 08:49:20.223757
0,6903,14525,Цифровые системы управления,2021,bachelor,15792,Управление в технических системах,27.03.04,,,in_work,599,2023-10-21 08:49:27.377722
0,6904,14590,Стратегическое управление интеллектуальной собственностью,2021,master,15800,Управление интеллектуальной собственностью,27.04.08,,,in_work,157,2023-10-21 08:49:28.773068
0,6905,14541,Технологии защиты информации,2021,bachelor,15814,Информационная безопасность,10.03.01,,,in_work,619,2023-10-21 08:49:36.287450
0,6906,14544,Инфохимия,2021,bachelor,15776,Химическая технология,18.03.01,,,in_work,485,2023-10-21 08:49:41.954314
0,6907,13354,Химия прикладных материалов / Chemistry of Applied Materials,2020,master,15779,"Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",18.04.02,,,in_work,150,2023-10-21 08:49:45.336117
0,6908,13281,Цифровые системы управления,2020,bachelor,15789,Системы управления движением и навигация,24.03.02,,,in_work,582,2023-10-21 08:49:51.610718
0,6909,13283,Технологии защиты информации,2020,bachelor,15815,Эксплуатация транспортно-технологических машин и комплексов,23.03.03,,,in_work,512,2023-10-21 08:49:58.164367
0,6910,13259,Цифровое производство,2020,bachelor,15752,Приборостроение,12.03.01,,,in_work,473,2023-10-21 08:50:04.060677
0,6911,13257,Информатика и программирование,2020,bachelor,15734,Прикладная математика и информатика,01.03.02,,,in_work,486,2023-10-21 08:50:11.266541
0,6912,13262,Компьютерные системы и технологии,2020,bachelor,15738,Информатика и вычислительная техника,09.03.01,,,in_work,526,2023-10-21 08:50:17.283041
0,6913,13258,Цифровое производство,2020,bachelor,15767,Автоматизация технологических процессов и производств,15.03.04,,,in_work,492,2023-10-21 08:50:23.267515
0,6914,13274,Цифровые системы управления,2020,bachelor,15764,Электроэнергетика и электротехника,13.03.02,,,in_work,586,2023-10-21 08:50:29.723161
0,6915,12977,Компьютерные системы и технологии,2019,bachelor,15738,Информатика и вычислительная техника,09.03.01,,,in_work,240,2023-10-21 08:50:31.455403
0,6916,12997,Цифровые системы управления,2019,bachelor,15792,Управление в технических системах,27.03.04,,,in_work,240,2023-10-21 08:50:33.093959
0,6917,14585,Инновационное предпринимательство / Innovation Entrepreneurship,2021,master,15798,Инноватика,27.04.05,,,in_work,456,2023-10-21 08:50:37.088077
0,6918,13265,Цифровые системы управления,2020,bachelor,15792,Управление в технических системах,27.03.04,,,in_work,554,2023-10-21 08:50:43.504682
0,6919,13263,Робототехника,2020,bachelor,15768,Мехатроника и робототехника,15.03.06,,,in_work,592,2023-10-21 08:50:50.363658
0,6921,14536,Индустриальные киберфизические системы,2021,bachelor,15752,Приборостроение,12.03.01,,,in_work,477,2023-10-21 08:50:56.353395
0,6922,13350,Биоэкономика и управление ресурсами,2020,master,15779,"Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",18.04.02,,,in_work,165,2023-10-21 08:50:59.656499
0,6923,13364,Молекулярная биология и биотехнология / Molecular Biology and Biotechnology,2020,master,15783,Биотехнология,19.04.01,,,in_work,165,2023-10-21 08:51:02.925009
0,6924,13372,Инфохимия / Infochemistry,2020,master,15783,Биотехнология,19.04.01,,,in_work,135,2023-10-21 08:51:06.221788
0,6925,13300,Технологии защиты информации,2020,bachelor,15749,Конструирование и технология электронных средств,11.03.03,,,in_work,549,2023-10-21 08:51:18.398648
0,6926,13299,Программирование в инфокоммуникационных системах,2020,bachelor,15748,Инфокоммуникационные технологии и системы связи,11.03.02,,,in_work,515,2023-10-21 08:51:25.084274
0,6927,13264,Фотоника и оптоинформатика,2020,bachelor,15754,Фотоника и оптоинформатика,12.03.03,,,in_work,621,2023-10-21 08:51:33.802051
0,6930,13309,Технологии разработки компьютерных игр,2020,master,15744,Прикладная информатика,09.04.03,,,in_work,135,2023-10-21 08:51:36.961894
0,6931,13369,Пищевая биотехнология,2020,master,15783,Биотехнология,19.04.01,,,in_work,150,2023-10-21 08:51:40.167994
0,6844,17730,Оптико-электронные информационно-измерительные приборы и системы,2018,specialist,15762,Электронные и оптико-электронные приборы и системы специального назначения,12.05.01,,,in_work,401,2023-10-21 08:51:43.823613
0,6932,13313,Финансовые технологии больших данных,2020,master,15750,Инфокоммуникационные технологии и системы связи,11.04.02,,,in_work,150,2023-10-21 08:51:47.172049
0,6933,13324,Программное обеспечение интеллектуальных систем и технологий,2020,master,15742,Информатика и вычислительная техника,09.04.01,,,in_work,138,2023-10-21 08:51:50.372222
0,6934,13308,Мобильные и сетевые технологии,2020,master,15744,Прикладная информатика,09.04.03,,,in_work,150,2023-10-21 08:51:53.685393
0,6935,13346,Радиочастотные системы и устройства,2020,master,15774,Техническая физика,16.04.01,,,in_work,135,2023-10-21 08:51:56.769640
0,6936,13319,"Мультимедиа-технологии, дизайн и юзабилити",2020,master,15745,Программная инженерия,09.04.04,,,in_work,149,2023-10-21 08:52:00.063314
0,6937,13335,Интеллектуальные технологии в телекоммуникациях,2020,master,15750,Инфокоммуникационные технологии и системы связи,11.04.02,,,in_work,240,2023-10-21 08:52:03.774758
0,6938,13338,Квантовые коммуникации и фемтотехнологии,2020,master,15759,Фотоника и оптоинформатика,12.04.03,,,in_work,174,2023-10-21 08:52:07.138496
0,6939,13358,Электроинженерия,2020,master,15765,Электроэнергетика и электротехника,13.04.02,,,in_work,135,2023-10-21 08:52:10.383390
0,6940,13304,Программирование и искусственный интеллект,2020,master,15735,Прикладная математика и информатика,01.04.02,,,in_work,135,2023-10-21 08:52:13.728220
0,6941,13320,Нейротехнологии и программная инженерия,2020,master,15745,Программная инженерия,09.04.04,,,in_work,136,2023-10-21 08:52:16.763338
0,6942,13347,Физика и технология наноструктур,2020,master,15759,Фотоника и оптоинформатика,12.04.03,,,in_work,154,2023-10-21 08:52:20.116844
0,6943,13303,Математическое и компьютерное моделирование,2020,master,15735,Прикладная математика и информатика,01.04.02,,,in_work,135,2023-10-21 08:52:23.172074
0,6944,13331,Речевые информационные системы,2020,master,15809,Информационные системы и технологии,09.04.02,,,in_work,136,2023-10-21 08:52:28.505718
0,6945,13332,Материалы фотоники,2020,master,15774,Техническая физика,16.04.01,,,in_work,201,2023-10-21 08:52:32.419341
0,6946,13317,Проектирование киберфизических систем защиты информации,2020,master,15751,Конструирование и технология электронных средств,11.04.03,,,in_work,135,2023-10-21 08:52:35.464663
0,6947,13330,Оптико-цифровые системы,2020,master,15758,Оптотехника,12.04.02,,,in_work,135,2023-10-21 08:52:38.474716
0,6948,13328,Программирование и интернет-технологии,2020,master,15809,Информационные системы и технологии,09.04.02,,,in_work,135,2023-10-21 08:52:41.535539
0,6949,13363,Светодиодные технологии и оптоэлектроника,2020,master,15774,Техническая физика,16.04.01,,,in_work,144,2023-10-21 08:52:44.976542
0,6950,13329,Технологии промышленного программирования,2020,master,15745,Программная инженерия,09.04.04,,,in_work,139,2023-10-21 08:52:47.944526
0,6951,13266,Программирование и интернет-технологии,2020,bachelor,15739,Информационные системы и технологии,09.03.02,,,in_work,527,2023-10-21 08:52:53.386418
0,6952,13323,Программное обеспечение радиоэлектронных систем,2020,master,15745,Программная инженерия,09.04.04,,,in_work,135,2023-10-21 08:52:56.436426
0,6953,13302,Большие данные и машинное обучение,2020,master,15735,Прикладная математика и информатика,01.04.02,,,in_work,180,2023-10-21 08:52:59.795263
0,6954,13339,Проектирование тепломассообменного оборудования и систем жизнеобеспечения,2020,master,15775,"Холодильная, криогенная техника и системы жизнеобеспечения",16.04.03,,,in_work,135,2023-10-21 08:53:02.926536
0,6955,13348,Функциональная безопасность беспилотных транспортных средств,2020,master,15788,Эксплуатация транспортно-технологических машин и комплексов,23.04.03,,,in_work,135,2023-10-21 08:53:06.033226
0,6956,13326,Системное и прикладное программное обеспечение,2020,master,15745,Программная инженерия,09.04.04,,,in_work,196,2023-10-21 08:53:09.263528
0,6957,13349,Техника и технологии сжиженного природного газа,2020,master,15775,"Холодильная, криогенная техника и системы жизнеобеспечения",16.04.03,,,in_work,165,2023-10-21 08:53:12.529704
0,6958,13322,Системы и технологии цифрового производства,2020,master,15757,Приборостроение,12.04.01,,,in_work,204,2023-10-21 08:53:16.045659
0,6959,13336,Прикладная оптика,2020,master,15758,Оптотехника,12.04.02,,,in_work,225,2023-10-21 08:53:19.852295
0,6960,13357,"Биотехнология напитков, хлеба и кондитерских изделий",2020,master,15783,Биотехнология,19.04.01,,,in_work,150,2023-10-21 08:53:23.203516
0,6961,13316,Компьютерные системы и технологии,2020,master,15742,Информатика и вычислительная техника,09.04.01,,,in_work,192,2023-10-21 08:53:26.412214
0,6962,13318,Индустриальные киберфизические системы,2020,master,15770,Автоматизация технологических процессов и производств,15.04.04,,,in_work,162,2023-10-21 08:53:29.923835
0,6963,13334,Цифровые геотехнологии,2020,master,15809,Информационные системы и технологии,09.04.02,,,in_work,135,2023-10-21 08:53:32.917471
0,6964,13366,Низкотемпературная и глубокая обработка биологических систем,2020,master,15783,Биотехнология,19.04.01,,,in_work,129,2023-10-21 08:53:36.005255
0,6965,13355,Лазерные технологии,2020,master,15761,Лазерная техника и лазерные технологии,12.04.05,,,in_work,156,2023-10-21 08:53:39.279053
